"creditScore","houseAge","yearsEmploy","ccDebt","year","default"
766,15,4,5659,2003,0
729,21,2,1057,2003,0
682,14,6,6537,2003,0
710,28,7,5414,2003,0
699,25,6,6169,2003,0
647,12,4,3229,2003,0
740,27,5,5230,2003,0
709,27,8,3959,2003,0
650,27,7,4181,2003,0
711,37,10,5255,2003,0
735,19,5,6624,2003,0
694,7,6,3134,2003,0
774,9,3,5364,2003,0
631,12,6,3578,2003,0
657,19,5,3590,2003,0
688,16,3,6380,2003,0
618,36,6,1868,2003,0
667,25,4,6228,2003,0
680,29,7,2530,2003,0
735,26,6,5481,2003,0
789,10,6,5703,2003,0
724,24,5,4388,2003,0
619,20,8,4829,2003,0
766,36,5,7339,2003,0
664,21,5,4658,2003,0
618,30,1,3878,2003,0
691,28,4,8005,2003,0
634,26,3,0,2003,0
657,12,3,5661,2003,0
751,19,6,3602,2003,0
699,19,2,6559,2003,0
754,23,3,3189,2003,0
687,7,3,4370,2003,0
614,18,4,822,2003,0
688,21,5,7209,2003,0
739,11,4,6442,2003,0
619,22,7,7725,2003,0
690,17,5,7285,2003,0
597,16,5,4547,2003,0
757,10,4,4545,2003,0
725,13,9,5998,2003,0
770,19,6,5465,2003,0
667,10,7,3918,2003,0
695,23,6,6147,2003,0
683,15,7,6244,2003,0
704,37,3,7963,2003,0
764,20,4,1870,2003,0
658,25,5,3111,2003,0
668,25,5,4952,2003,0
637,24,6,3414,2003,0
706,21,6,3026,2003,0
683,26,3,4405,2003,0
729,16,6,5365,2003,0
645,21,8,1807,2003,0
653,27,5,5945,2003,0
753,32,9,2812,2003,0
679,21,4,5328,2003,0
739,11,3,5449,2003,0
762,19,6,3767,2003,0
751,36,6,4329,2003,0
631,10,4,1709,2003,0
640,8,5,2112,2003,0
688,36,3,6941,2003,0
748,26,3,1217,2003,0
744,20,7,3478,2003,0
738,23,7,7025,2003,0
731,16,5,1956,2003,0
765,28,7,2361,2003,0
739,22,4,2768,2003,0
663,16,7,4266,2003,0
637,18,5,2543,2003,0
640,33,2,6766,2003,0
661,19,4,4955,2003,0
635,31,10,4745,2003,0
700,23,8,4933,2003,0
773,24,4,8376,2003,0
806,18,4,7088,2003,0
676,3,4,3881,2003,0
637,31,3,3394,2003,0
734,16,6,7107,2003,0
748,20,5,4911,2003,0
707,30,7,7581,2003,0
679,19,6,4308,2003,0
663,32,2,7481,2003,0
734,13,5,2627,2003,0
753,7,8,5547,2003,0
705,32,5,4161,2003,0
643,12,2,4682,2003,0
623,8,6,5912,2003,0
600,31,5,4855,2003,0
698,31,5,3917,2003,0
732,24,4,5657,2003,0
756,10,7,785,2003,0
743,22,6,2532,2003,0
770,19,5,6852,2003,0
647,26,6,6747,2003,0
741,32,4,2791,2003,0
776,12,5,2101,2003,0
736,8,1,3725,2003,0
685,29,3,4251,2003,0
741,33,4,5504,2003,0
685,13,1,919,2003,0
724,23,7,4680,2003,0
740,21,5,5376,2003,0
698,22,4,769,2003,0
729,28,6,5063,2003,0
704,27,7,5805,2003,0
597,14,6,2460,2003,0
693,11,3,5824,2003,0
703,17,7,6601,2003,0
645,20,2,8363,2003,0
789,27,5,5024,2003,0
706,30,5,4459,2003,0
693,13,7,5420,2003,0
743,26,7,1894,2003,0
735,19,3,2116,2003,0
698,23,3,4803,2003,0
745,24,7,5627,2003,0
629,12,3,7068,2003,0
709,11,2,4183,2003,0
651,25,4,4611,2003,0
606,24,4,5961,2003,0
763,18,6,3069,2003,0
646,22,6,4805,2003,0
739,25,5,6107,2003,0
669,15,4,3482,2003,0
685,20,2,3389,2003,0
683,29,7,1936,2003,0
724,28,6,5125,2003,0
734,25,5,7286,2003,0
754,10,5,6858,2003,0
728,26,2,2757,2003,0
779,23,6,6870,2003,0
736,22,7,6055,2003,0
619,24,4,2974,2003,0
627,32,6,5715,2003,0
711,24,5,6504,2003,0
644,12,7,4879,2003,0
757,19,6,6481,2003,0
638,11,7,4036,2003,0
693,3,6,4861,2003,0
662,13,3,4852,2003,0
716,26,4,6789,2003,0
753,19,7,5875,2003,0
725,18,7,4796,2003,0
758,27,4,4680,2003,0
664,20,2,7920,2003,0
722,18,6,1400,2003,0
724,17,5,7850,2003,0
698,24,5,2272,2003,0
750,24,3,6108,2003,0
714,27,6,3051,2003,0
675,18,6,5472,2003,0
686,35,2,3235,2003,0
728,6,1,7798,2003,0
707,24,1,6417,2003,0
688,26,7,3840,2003,0
686,27,3,6806,2003,0
605,35,6,4763,2003,0
713,19,7,2049,2003,0
669,27,5,971,2003,0
729,25,8,2369,2003,0
695,15,4,4243,2003,0
704,26,6,345,2003,0
753,16,3,2433,2003,0
718,15,6,3233,2003,0
724,9,3,7750,2003,0
682,28,6,3491,2003,0
736,17,5,1630,2003,0
686,7,4,9165,2003,0
698,20,7,3879,2003,0
688,35,8,7704,2003,0
699,25,7,7969,2003,0
720,22,7,6246,2003,0
692,19,2,7173,2003,0
733,24,7,7045,2003,0
723,30,5,5804,2003,0
641,22,6,7635,2003,0
665,13,6,6170,2003,0
779,25,2,6833,2003,0
718,17,3,1205,2003,0
683,17,4,5046,2003,0
741,29,3,7505,2003,0
746,19,1,6909,2003,0
746,23,1,5522,2003,0
703,11,7,6906,2003,0
677,36,5,2101,2003,0
752,27,4,2898,2003,0
628,24,2,866,2003,0
672,22,5,6292,2003,0
622,27,4,4524,2003,0
672,10,4,532,2003,0
685,24,5,5247,2003,0
686,19,6,5938,2003,0
694,18,4,5874,2003,0
607,19,7,5075,2003,0
673,31,3,3126,2003,0
632,27,5,7062,2003,0
731,18,3,3650,2003,0
691,23,3,5335,2003,0
720,21,6,5056,2003,0
648,29,5,1609,2003,0
736,22,5,3674,2003,0
637,19,7,11110,2003,1
659,31,6,4135,2003,0
680,15,6,1013,2003,0
683,24,4,4673,2003,0
605,11,6,6781,2003,0
717,11,3,7342,2003,0
706,21,7,6270,2003,0
721,36,6,8613,2003,0
762,17,4,3937,2003,0
736,24,8,2769,2003,0
687,23,7,5206,2003,0
646,27,2,4145,2003,0
712,21,7,6414,2003,0
731,32,4,7709,2003,0
722,20,4,1414,2003,0
772,20,7,6428,2003,0
774,18,6,5809,2003,0
731,26,9,5114,2003,0
679,23,5,7534,2003,0
672,25,0,353,2003,0
730,26,8,4799,2003,0
673,21,3,2252,2003,0
696,17,3,5391,2003,0
566,21,5,2921,2003,0
750,21,4,7180,2003,0
685,19,4,6482,2003,0
719,14,5,2347,2003,0
766,15,3,3955,2003,0
711,15,4,6576,2003,0
734,11,5,6286,2003,0
642,13,4,6805,2003,0
729,24,0,6952,2003,0
634,25,10,2957,2003,0
627,24,3,5690,2003,0
674,20,5,5660,2003,0
702,22,3,4256,2003,0
800,24,4,3952,2003,0
795,10,5,7352,2003,0
659,27,4,4775,2003,0
724,8,5,4503,2003,0
758,16,4,5142,2003,0
623,31,7,2171,2003,0
696,28,4,1634,2003,0
673,10,4,3032,2003,0
758,17,4,6726,2003,0
737,21,5,4074,2003,0
776,11,2,616,2003,0
646,38,6,6159,2003,0
760,26,4,2541,2003,0
662,27,5,6299,2003,0
678,20,3,5812,2003,0
665,34,6,7181,2003,0
698,21,7,4708,2003,0
665,10,7,4856,2003,0
746,30,4,2609,2003,0
750,36,6,6341,2003,0
731,20,3,9179,2003,0
713,15,4,4875,2003,0
672,14,1,3952,2003,0
706,25,6,5757,2003,0
749,19,7,1802,2003,0
693,22,4,5691,2003,0
683,13,7,4564,2003,0
678,18,7,7160,2003,0
729,28,2,1959,2003,0
584,15,3,4703,2003,0
653,33,4,3824,2003,0
706,22,4,9048,2003,0
687,22,6,7897,2003,0
663,22,6,3577,2003,0
684,12,3,7417,2003,0
714,20,5,5550,2003,0
715,26,7,5615,2003,0
722,27,5,7420,2003,0
686,26,5,8979,2003,0
717,13,4,4809,2003,0
702,20,4,6842,2003,0
676,20,4,6010,2003,0
805,14,4,4618,2003,0
656,18,6,6812,2003,0
702,26,6,5256,2003,0
721,4,7,4743,2003,0
713,12,5,5668,2003,0
752,35,1,4692,2003,0
674,23,3,2759,2003,0
724,16,0,6911,2003,0
714,10,4,2951,2003,0
683,23,9,7162,2003,0
737,27,6,3185,2003,0
688,23,3,9194,2003,0
759,25,2,4267,2003,0
628,16,3,5967,2003,0
754,25,3,5188,2003,0
690,21,5,4526,2003,0
691,18,4,7909,2003,0
763,28,6,4456,2003,0
691,13,3,4179,2003,0
679,20,8,5650,2003,0
658,10,3,8178,2003,0
630,18,4,3668,2003,0
675,21,4,5767,2003,0
644,20,3,5753,2003,0
584,7,8,5670,2003,0
717,23,4,6401,2003,0
668,33,3,10070,2003,0
664,14,5,4178,2003,0
626,34,3,3796,2003,0
635,12,3,5097,2003,0
755,31,2,5965,2003,0
638,14,3,7127,2003,0
659,23,5,3792,2003,0
691,27,7,0,2003,0
624,27,8,7490,2003,0
673,9,7,2761,2003,0
750,15,4,5855,2003,0
677,10,5,2502,2003,0
710,14,5,8133,2003,0
691,12,4,7044,2003,0
695,23,6,5894,2003,0
658,8,2,2348,2003,0
807,11,5,1879,2003,0
741,16,3,5794,2003,0
750,24,4,4181,2003,0
704,19,6,2553,2003,0
657,29,1,5757,2003,0
745,31,7,7479,2003,0
754,11,4,7234,2003,0
688,24,7,5735,2003,0
684,18,3,7355,2003,0
695,23,4,3923,2003,0
688,22,5,6473,2003,0
711,21,4,4856,2003,0
669,27,6,4847,2003,0
690,24,6,5467,2003,0
729,27,7,2940,2003,0
694,23,10,4745,2003,0
691,17,5,4973,2003,0
708,23,5,1594,2003,0
621,18,4,3036,2003,0
708,16,4,5511,2003,0
724,17,2,4483,2003,0
710,25,5,3705,2003,0
684,18,7,0,2003,0
691,10,5,5391,2003,0
668,20,4,2629,2003,0
702,20,7,2848,2003,0
732,12,4,3326,2003,0
717,13,6,5180,2003,0
757,19,5,8470,2003,0
686,23,7,5695,2003,0
728,29,7,7038,2003,0
676,15,4,4181,2003,0
698,20,5,2228,2003,0
816,19,5,7608,2003,0
678,23,5,9136,2003,0
719,16,8,5176,2003,0
629,17,5,4258,2003,0
751,10,5,5639,2003,0
796,20,5,8111,2003,0
777,17,6,4699,2003,0
716,26,8,2157,2003,0
669,22,6,8463,2003,0
732,17,6,7772,2003,0
677,14,6,6709,2003,0
789,30,3,8428,2003,0
609,17,7,5548,2003,0
702,23,3,3602,2003,0
667,20,5,1768,2003,0
723,17,6,4663,2003,0
772,26,5,4508,2003,0
818,16,7,7610,2003,0
677,18,5,4399,2003,0
725,35,5,3086,2003,0
731,24,5,5046,2003,0
621,14,9,5071,2003,0
697,24,6,9022,2003,0
723,14,8,2768,2003,0
577,19,6,4019,2003,0
696,24,4,6279,2003,0
690,16,4,3166,2003,0
689,29,4,4819,2003,0
718,19,5,4128,2003,0
629,14,4,3002,2003,0
818,8,8,3626,2003,0
685,8,6,4487,2003,0
674,27,6,8340,2003,0
715,23,3,5503,2003,0
777,12,6,635,2003,0
624,35,5,4691,2003,0
639,23,3,9112,2003,0
710,25,3,4365,2003,0
684,30,4,7578,2003,0
676,22,4,7079,2003,0
750,8,5,2362,2003,0
634,29,6,4697,2003,0
659,9,5,5898,2003,0
682,24,6,2662,2003,0
731,14,8,3202,2003,0
738,16,7,3312,2003,0
762,23,6,7997,2003,0
605,14,6,8275,2003,0
683,31,4,3753,2003,0
761,13,9,4417,2003,0
742,14,3,7053,2003,0
770,31,8,4035,2003,0
731,14,3,5614,2003,0
731,16,5,3967,2003,0
602,21,4,8326,2003,0
655,27,5,3968,2003,0
619,16,5,4218,2003,0
760,10,6,7758,2003,0
672,2,5,3787,2003,0
725,12,5,5161,2003,0
733,18,7,2219,2003,0
662,22,6,4058,2003,0
800,4,4,5734,2003,0
688,9,1,6026,2003,0
688,21,5,2620,2003,0
728,16,5,7614,2003,0
621,12,8,4320,2003,0
698,19,4,504,2003,0
650,32,5,3782,2003,0
671,24,5,9411,2003,0
735,31,6,5135,2003,0
800,20,7,916,2003,0
694,24,3,1702,2003,0
723,9,4,5866,2003,0
644,13,4,8605,2003,0
742,26,9,3013,2003,0
698,11,6,1563,2003,0
704,18,1,2257,2003,0
697,19,1,5183,2003,0
685,21,6,5395,2003,0
764,17,5,2852,2003,0
688,14,7,5872,2003,0
662,10,4,3586,2003,0
684,15,6,4602,2003,0
670,27,4,5519,2003,0
663,22,4,8547,2003,0
680,21,4,3414,2003,0
761,36,3,9100,2003,0
725,26,6,7972,2003,0
724,18,6,4048,2003,0
686,5,6,3022,2003,0
687,21,7,5585,2003,0
690,25,0,1665,2003,0
717,13,3,5528,2003,0
607,25,3,4884,2003,0
663,28,7,4029,2003,0
791,13,4,6353,2003,0
701,21,7,7649,2003,0
705,15,2,5956,2003,0
663,33,3,3501,2003,0
738,27,4,2306,2003,0
756,14,5,4596,2003,0
702,21,8,4390,2003,0
804,19,9,9154,2003,0
741,33,5,5171,2003,0
709,25,4,6880,2003,0
763,31,5,7159,2003,0
663,19,7,5233,2003,0
718,26,7,7673,2003,0
837,20,8,5114,2003,0
674,18,4,6382,2003,0
690,28,9,4656,2003,0
703,19,3,1573,2003,0
660,24,1,2733,2003,0
648,13,9,5677,2003,0
658,28,8,4079,2003,0
650,26,4,6456,2003,0
730,9,4,4424,2003,0
697,10,7,2599,2003,0
776,22,5,1683,2003,0
675,15,4,5854,2003,0
650,34,5,6542,2003,0
709,17,4,6251,2003,0
786,38,4,4833,2003,0
712,21,4,4916,2003,0
744,25,4,6111,2003,0
685,4,3,3830,2003,0
702,22,4,6216,2003,0
618,6,7,3205,2003,0
660,28,5,3164,2003,0
743,22,2,1670,2003,0
750,33,6,7104,2003,0
680,25,3,4641,2003,0
632,12,5,8580,2003,0
684,29,5,6366,2003,0
714,26,6,5481,2003,0
679,6,5,7478,2003,0
690,13,6,1498,2003,0
707,35,5,2905,2003,0
765,25,3,5457,2003,0
760,29,3,4898,2003,0
720,21,6,6973,2003,0
742,14,5,2853,2003,0
652,28,8,4421,2003,0
730,25,9,8281,2003,0
777,19,1,7841,2003,0
714,34,6,8267,2003,0
716,23,5,2903,2003,0
721,29,2,3431,2003,0
614,10,5,3743,2003,0
736,21,5,8802,2003,0
736,23,6,8253,2003,0
725,13,6,4943,2003,0
762,20,8,5651,2003,0
648,23,3,1427,2003,0
771,23,5,6330,2003,0
705,8,5,6305,2003,0
669,21,5,1177,2003,0
604,2,3,7815,2003,0
686,14,5,4026,2003,0
619,24,5,3021,2003,0
679,7,7,5586,2003,0
749,18,5,7480,2003,0
671,19,7,3841,2003,0
705,27,7,5687,2003,0
738,17,0,2476,2003,0
645,28,4,7300,2003,0
