"creditScore","houseAge","yearsEmploy","ccDebt","year","default"
644,22,6,3450,2008,0
712,19,2,6520,2008,0
717,24,5,5815,2008,0
751,17,5,6366,2008,0
753,16,7,1779,2008,0
702,20,4,5741,2008,0
726,18,4,6348,2008,0
675,38,4,6364,2008,0
765,19,2,4314,2008,0
652,14,3,6956,2008,0
697,25,2,2518,2008,0
699,13,0,7367,2008,0
552,12,2,6904,2008,0
626,33,8,4900,2008,0
723,27,3,5423,2008,0
702,24,7,5491,2008,0
618,22,4,6003,2008,0
684,15,6,2751,2008,0
755,32,3,0,2008,0
726,10,4,957,2008,0
640,10,7,7803,2008,0
686,17,7,6124,2008,0
722,21,6,1754,2008,0
807,16,5,2664,2008,0
747,12,7,7701,2008,0
748,19,5,6482,2008,0
727,13,4,5752,2008,0
698,27,3,1922,2008,0
679,28,4,3188,2008,0
698,17,7,10701,2008,0
712,29,5,5657,2008,0
585,17,6,3350,2008,0
699,22,10,4102,2008,0
724,32,4,1706,2008,0
661,17,7,7385,2008,0
766,20,5,6044,2008,0
666,30,6,8443,2008,0
704,25,5,6712,2008,0
714,12,3,4863,2008,0
606,24,2,4947,2008,0
705,4,8,6513,2008,0
737,22,8,2213,2008,0
636,18,4,6531,2008,0
682,19,3,6135,2008,0
619,26,5,6595,2008,0
748,23,7,6016,2008,0
709,16,4,4052,2008,0
694,18,5,7052,2008,0
691,33,8,4639,2008,0
763,14,3,3095,2008,0
722,20,3,5936,2008,0
677,2,1,4617,2008,0
648,7,5,7179,2008,0
746,15,5,5203,2008,0
767,21,6,1897,2008,0
751,23,6,3758,2008,0
756,22,6,1148,2008,0
712,19,4,6075,2008,0
754,32,4,2767,2008,0
661,23,3,2271,2008,0
668,25,7,6859,2008,0
598,13,5,3455,2008,0
719,9,4,4527,2008,0
711,14,5,4368,2008,0
701,29,7,3618,2008,0
810,25,4,3858,2008,0
720,23,6,5271,2008,0
705,13,3,4671,2008,0
779,24,8,4511,2008,0
617,27,5,4804,2008,0
600,24,5,2522,2008,0
698,20,4,2390,2008,0
792,15,4,5565,2008,0
600,9,3,2260,2008,0
675,0,4,1363,2008,0
704,23,8,7281,2008,0
663,23,6,6874,2008,0
760,12,4,5235,2008,0
661,24,7,3871,2008,0
637,15,5,1543,2008,0
634,15,0,4426,2008,0
699,23,5,8486,2008,0
722,3,4,3478,2008,0
748,28,7,5176,2008,0
787,17,2,3550,2008,0
749,2,4,6594,2008,0
667,11,5,2544,2008,0
691,23,9,4002,2008,0
638,34,8,5257,2008,0
717,29,6,7604,2008,0
701,9,8,5225,2008,0
663,10,8,2647,2008,0
697,21,5,5212,2008,0
613,20,4,5678,2008,0
661,18,8,4014,2008,0
765,16,7,5148,2008,0
701,29,7,6780,2008,0
681,3,8,3284,2008,0
737,30,7,6169,2008,0
621,24,7,6111,2008,0
722,27,2,3220,2008,0
693,18,7,6233,2008,0
751,21,5,5273,2008,0
754,32,5,6647,2008,0
625,9,7,4865,2008,0
670,15,7,3751,2008,0
730,21,6,2313,2008,0
668,32,8,3351,2008,0
748,28,3,3065,2008,0
733,18,7,7298,2008,0
700,33,6,8234,2008,0
676,26,4,4870,2008,0
628,23,10,10258,2008,0
763,32,3,4895,2008,0
747,23,1,5606,2008,0
716,19,6,8678,2008,0
813,14,7,5684,2008,0
719,7,5,7175,2008,0
680,20,1,2051,2008,0
748,32,5,5400,2008,0
719,19,7,9150,2008,0
785,6,3,4098,2008,0
757,26,6,5311,2008,0
713,21,7,4885,2008,0
632,26,3,2524,2008,0
728,28,2,5377,2008,0
660,26,6,2689,2008,0
736,18,7,5722,2008,0
706,24,3,3419,2008,0
653,21,6,5464,2008,0
749,12,2,8145,2008,0
707,40,2,4725,2008,0
724,33,2,5282,2008,0
689,11,5,4463,2008,0
723,29,7,2106,2008,0
664,27,3,6319,2008,0
684,28,6,4711,2008,0
761,18,6,4452,2008,0
754,29,7,5853,2008,0
677,8,9,5704,2008,0
738,36,3,4828,2008,0
637,32,5,2221,2008,0
674,22,4,4908,2008,0
726,29,5,1695,2008,0
727,19,4,1105,2008,0
534,29,5,6402,2008,0
678,11,5,3465,2008,0
653,23,5,5927,2008,0
710,11,6,5191,2008,0
