"creditScore","houseAge","yearsEmploy","ccDebt","year","default"
677,33,10,3325,2005,0
601,12,7,9625,2005,0
717,35,6,1933,2005,0
719,26,6,4861,2005,0
766,30,5,6906,2005,0
698,34,2,5365,2005,0
683,15,2,4313,2005,0
665,13,3,6631,2005,0
626,27,6,4803,2005,0
676,12,7,5087,2005,0
600,23,3,5379,2005,0
759,28,7,3498,2005,0
686,25,3,2987,2005,0
736,12,6,8792,2005,0
700,23,1,4874,2005,0
718,7,6,8606,2005,0
684,11,6,3032,2005,0
706,16,7,6539,2005,0
614,26,7,6940,2005,0
698,11,5,4384,2005,0
677,7,5,3614,2005,0
650,30,10,5139,2005,0
662,21,5,6975,2005,0
742,8,3,3444,2005,0
659,22,3,3582,2005,0
692,20,4,9007,2005,0
692,15,3,7284,2005,0
616,9,9,7129,2005,0
785,22,4,2612,2005,0
748,37,7,6398,2005,0
726,24,6,5701,2005,0
694,14,1,5830,2005,0
699,4,3,4497,2005,0
708,31,5,2373,2005,0
662,20,1,3954,2005,0
635,29,5,6629,2005,0
724,13,4,6291,2005,0
707,18,3,4823,2005,0
668,14,8,8925,2005,0
651,21,6,3474,2005,0
724,15,4,5228,2005,0
678,17,4,2626,2005,0
737,21,3,6379,2005,0
673,20,8,4535,2005,0
686,19,8,5200,2005,0
671,23,10,3938,2005,0
729,30,4,6667,2005,0
653,31,5,9313,2005,0
683,4,7,5848,2005,0
701,24,6,8281,2005,0
741,19,5,7533,2005,0
704,30,6,6127,2005,0
660,30,8,4997,2005,0
652,27,3,3694,2005,0
784,13,6,6667,2005,0
729,19,2,5785,2005,0
700,15,4,7638,2005,0
700,15,6,2544,2005,0
668,25,6,4125,2005,0
669,22,9,3885,2005,0
660,20,7,6146,2005,0
694,24,3,0,2005,0
685,14,7,6502,2005,0
734,24,2,2598,2005,0
692,28,3,3063,2005,0
707,29,7,1979,2005,0
645,29,6,3393,2005,0
700,17,4,6038,2005,0
686,22,4,3989,2005,0
698,23,1,4602,2005,0
724,20,5,5406,2005,0
642,13,5,10481,2005,0
759,11,8,7428,2005,0
702,14,7,7491,2005,0
621,25,3,7819,2005,0
716,28,8,2859,2005,0
704,21,5,7597,2005,0
727,25,7,3732,2005,0
721,16,6,2973,2005,0
708,11,5,4022,2005,0
761,10,7,6539,2005,0
724,23,3,6028,2005,0
726,15,4,6958,2005,0
749,19,1,305,2005,0
716,15,5,3766,2005,0
688,11,4,4010,2005,0
702,11,7,5879,2005,0
653,20,3,5085,2005,0
768,18,7,8919,2005,0
714,17,5,6629,2005,0
865,19,2,6326,2005,0
741,18,4,2420,2005,0
697,23,6,4021,2005,0
634,16,6,6508,2005,0
706,17,5,7348,2005,0
734,21,2,450,2005,0
686,21,6,6442,2005,0
657,13,3,2777,2005,0
620,21,5,4298,2005,0
778,26,5,4269,2005,0
709,30,3,4486,2005,0
741,24,2,6179,2005,0
792,20,5,6374,2005,0
683,21,3,5763,2005,0
701,16,2,6828,2005,0
669,13,4,5214,2005,0
659,14,8,1510,2005,0
673,10,5,5127,2005,0
730,10,6,5644,2005,0
732,12,6,1772,2005,0
645,16,11,7210,2005,0
730,19,7,4959,2005,0
671,25,5,4457,2005,0
677,35,7,5513,2005,0
584,21,4,6754,2005,0
718,13,1,1661,2005,0
718,26,4,2136,2005,0
700,15,7,3305,2005,0
659,29,6,6606,2005,0
736,26,5,7338,2005,0
704,18,7,3295,2005,0
684,20,5,4193,2005,0
682,17,8,8126,2005,0
698,35,4,4478,2005,0
729,14,3,4097,2005,0
610,10,3,3694,2005,0
609,20,11,5084,2005,0
713,16,4,2455,2005,0
790,10,7,9162,2005,0
817,35,3,7879,2005,0
651,25,5,3043,2005,0
753,21,3,6675,2005,0
638,27,4,6152,2005,0
706,20,5,3611,2005,0
738,18,4,3881,2005,0
647,26,7,7499,2005,0
643,20,7,7785,2005,0
740,20,5,7444,2005,0
711,31,4,6565,2005,0
696,31,6,578,2005,0
743,24,5,5203,2005,0
737,23,3,4696,2005,0
776,23,3,2940,2005,0
626,16,3,2392,2005,0
