"creditScore","houseAge","yearsEmploy","ccDebt","year","default"
762,14,4,3383,2002,0
717,20,6,5266,2002,0
659,28,5,4477,2002,0
713,22,8,7409,2002,0
674,6,8,6978,2002,0
622,30,4,6677,2002,0
642,31,3,4681,2002,0
788,31,9,5013,2002,0
718,22,4,7721,2002,0
762,6,7,1982,2002,0
699,11,3,5369,2002,0
620,24,7,4854,2002,0
608,22,8,3212,2002,0
643,25,8,3822,2002,0
662,35,0,1981,2002,0
696,9,6,1829,2002,0
730,17,4,5296,2002,0
752,22,7,2206,2002,0
737,30,2,4285,2002,0
745,20,5,5119,2002,0
722,26,3,4571,2002,0
738,26,4,4646,2002,0
719,3,2,4402,2002,0
723,25,6,7032,2002,0
672,12,5,6226,2002,0
699,13,6,4750,2002,0
738,28,4,7045,2002,0
718,28,5,1066,2002,0
751,24,5,0,2002,0
676,11,6,4111,2002,0
686,23,1,4223,2002,0
680,27,8,6483,2002,0
725,29,5,7723,2002,0
609,25,5,7402,2002,0
658,26,1,966,2002,0
762,7,7,2377,2002,0
728,18,6,1196,2002,0
779,18,5,7706,2002,0
760,23,5,4954,2002,0
656,31,8,6002,2002,0
727,26,7,4044,2002,0
694,19,8,5475,2002,0
672,22,5,4211,2002,0
667,21,7,1412,2002,0
677,29,6,4711,2002,0
749,17,6,4018,2002,0
677,30,0,8422,2002,0
708,35,5,3603,2002,0
743,26,6,3322,2002,0
658,26,5,4331,2002,0
760,19,4,4505,2002,0
786,19,4,7400,2002,0
667,14,7,5184,2002,0
654,6,5,4802,2002,0
702,22,3,5350,2002,0
833,30,7,1675,2002,0
710,25,2,3267,2002,0
686,7,6,6652,2002,0
707,14,5,780,2002,0
628,22,8,6716,2002,0
716,15,9,3792,2002,0
694,16,6,5007,2002,0
784,17,5,4957,2002,0
614,25,7,8244,2002,0
705,9,4,3044,2002,0
698,5,5,3047,2002,0
715,22,4,5975,2002,0
637,32,5,1910,2002,0
686,19,3,3373,2002,0
723,20,7,4256,2002,0
629,22,5,3635,2002,0
686,20,4,2410,2002,0
727,16,4,3717,2002,0
753,17,7,0,2002,0
720,19,7,4214,2002,0
620,33,5,5375,2002,0
706,27,7,9198,2002,0
657,20,6,4750,2002,0
767,22,3,5489,2002,0
755,23,8,0,2002,0
822,21,3,5486,2002,0
710,16,4,3058,2002,0
753,32,6,4573,2002,0
737,22,7,3651,2002,0
692,12,6,2720,2002,0
730,18,3,4152,2002,0
751,7,6,6586,2002,0
717,29,5,7044,2002,0
654,10,3,5057,2002,0
730,17,3,4680,2002,0
685,14,4,7012,2002,0
689,25,6,7739,2002,0
640,12,2,6692,2002,0
739,26,3,5792,2002,0
708,27,3,5810,2002,0
739,21,5,3778,2002,0
726,17,5,4313,2002,0
720,22,1,8036,2002,0
638,19,8,7858,2002,0
711,20,5,4974,2002,0
629,33,5,8209,2002,0
737,13,5,5015,2002,0
793,18,5,1990,2002,0
667,20,7,8471,2002,0
732,7,3,2683,2002,0
734,11,5,6433,2002,0
708,27,5,2791,2002,0
758,5,3,5484,2002,0
661,20,5,1790,2002,0
649,14,6,5243,2002,0
804,33,5,7283,2002,0
662,22,5,6879,2002,0
670,25,5,4273,2002,0
719,24,7,5417,2002,0
