"creditScore","houseAge","yearsEmploy","ccDebt","year","default"
719,25,6,5197,2004,0
694,12,6,3696,2004,0
652,15,5,3074,2004,0
659,13,0,7026,2004,0
771,13,5,7015,2004,0
723,4,6,5392,2004,0
721,9,5,3057,2004,0
638,23,7,2614,2004,0
744,17,3,4927,2004,0
657,24,4,2096,2004,0
706,27,6,1963,2004,0
711,25,5,4588,2004,0
683,17,0,3162,2004,0
639,26,6,7173,2004,0
666,23,6,3696,2004,0
693,2,5,6814,2004,0
681,17,6,8272,2004,0
768,22,4,4037,2004,0
627,22,7,5892,2004,0
710,17,8,4717,2004,0
691,35,7,4836,2004,0
656,15,4,6380,2004,0
703,8,5,6725,2004,0
740,22,2,4116,2004,0
684,18,4,2459,2004,0
726,19,4,5362,2004,0
701,8,4,7318,2004,0
727,30,9,6176,2004,0
716,20,3,3468,2004,0
671,13,4,5430,2004,0
702,33,3,5817,2004,0
557,11,3,6441,2004,0
739,20,7,4465,2004,0
671,26,4,5821,2004,0
714,23,5,4038,2004,0
702,13,2,6814,2004,0
705,16,6,7752,2004,0
626,24,7,4258,2004,0
657,16,6,7270,2004,0
734,22,6,2824,2004,0
669,24,5,4643,2004,0
705,17,4,4439,2004,0
749,11,6,2011,2004,0
740,21,6,1667,2004,0
718,26,8,6452,2004,0
702,11,8,10129,2004,0
748,19,7,2725,2004,0
645,20,9,5574,2004,0
674,24,7,5184,2004,0
663,4,6,5007,2004,0
763,24,7,6913,2004,0
719,20,4,6344,2004,0
697,12,7,4612,2004,0
782,19,4,6170,2004,0
708,29,6,5486,2004,0
735,26,10,539,2004,0
751,16,3,5661,2004,0
750,34,6,7554,2004,0
684,32,3,1238,2004,0
706,16,4,7275,2004,0
777,23,5,4166,2004,0
639,18,5,6096,2004,0
768,23,10,2447,2004,0
668,3,2,9624,2004,0
756,25,7,2873,2004,0
703,19,6,1496,2004,0
699,13,4,3565,2004,0
680,30,8,6892,2004,0
723,17,3,5543,2004,0
601,30,6,3850,2004,0
636,32,4,7955,2004,0
714,16,5,6256,2004,0
665,23,4,3552,2004,0
704,25,4,5275,2004,0
719,21,3,6603,2004,0
711,9,8,5994,2004,0
735,9,6,3312,2004,0
745,7,6,5759,2004,0
658,15,6,6557,2004,0
638,24,4,5543,2004,0
663,20,4,2711,2004,0
750,24,5,5858,2004,0
772,33,4,7762,2004,0
669,30,6,621,2004,0
666,12,8,4588,2004,0
691,7,6,5339,2004,0
668,30,6,5733,2004,0
720,22,4,4544,2004,0
594,33,5,2217,2004,0
743,23,4,5090,2004,0
708,21,3,6464,2004,0
733,16,7,4931,2004,0
755,26,4,6099,2004,0
702,22,4,5154,2004,0
651,25,4,7104,2004,0
709,13,4,6794,2004,0
719,17,5,4324,2004,0
652,16,6,6967,2004,0
707,18,5,2824,2004,0
689,16,5,2713,2004,0
748,22,3,5799,2004,0
722,8,6,1957,2004,0
734,30,4,7291,2004,0
691,28,1,3622,2004,0
650,33,4,3618,2004,0
732,13,5,5679,2004,0
666,24,5,7862,2004,0
754,14,2,7569,2004,0
660,17,6,3997,2004,0
731,11,3,3021,2004,0
663,31,9,6456,2004,0
741,28,3,3948,2004,0
718,33,4,5288,2004,0
704,9,4,6025,2004,0
678,20,4,5632,2004,0
785,14,3,3591,2004,0
691,3,3,3325,2004,0
748,16,4,5481,2004,0
737,21,4,5152,2004,0
690,20,8,3970,2004,0
758,10,4,3350,2004,0
808,31,9,6333,2004,0
715,18,3,5390,2004,0
758,18,7,4266,2004,0
691,23,4,1013,2004,0
588,26,6,5253,2004,0
668,25,6,3555,2004,0
687,20,6,3633,2004,0
656,33,2,6594,2004,0
612,34,5,8344,2004,0
746,23,5,2765,2004,0
718,34,5,1434,2004,0
639,22,5,5916,2004,0
739,9,3,3945,2004,0
680,12,6,6455,2004,0
740,18,2,3545,2004,0
715,16,7,5181,2004,0
706,27,5,6261,2004,0
664,24,5,6623,2004,0
654,20,5,4049,2004,0
690,11,7,4852,2004,0
694,26,6,2476,2004,0
696,26,2,9881,2004,0
652,30,6,2842,2004,0
624,20,5,5963,2004,0
740,38,5,3019,2004,0
732,28,7,6212,2004,0
690,20,5,1546,2004,0
743,17,4,6051,2004,0
707,19,6,5237,2004,0
663,30,5,2928,2004,0
674,30,2,5539,2004,0
692,9,5,2151,2004,0
771,38,3,6868,2004,0
678,27,4,3776,2004,0
663,19,7,3376,2004,0
671,16,7,4952,2004,0
642,12,5,3906,2004,0
700,26,7,9745,2004,0
700,12,1,2843,2004,0
727,15,6,4952,2004,0
646,33,4,5007,2004,0
728,21,8,5384,2004,0
724,27,2,6088,2004,0
677,3,2,5527,2004,0
767,24,5,3259,2004,0
665,29,6,3241,2004,0
648,22,2,7677,2004,0
664,31,5,5683,2004,0
777,15,4,4341,2004,0
596,23,7,4538,2004,0
665,7,8,4737,2004,0
622,40,3,4816,2004,0
722,35,5,6815,2004,0
659,28,8,7357,2004,0
584,22,3,1662,2004,0
628,20,4,5086,2004,0
694,9,3,2323,2004,0
693,18,5,5298,2004,0
710,20,4,6053,2004,0
797,39,3,3581,2004,0
665,22,8,4123,2004,0
775,35,9,6968,2004,0
752,25,6,7584,2004,0
714,18,4,6660,2004,0
742,9,2,6050,2004,0
709,8,7,6398,2004,0
681,21,4,3999,2004,0
655,37,4,7519,2004,0
679,14,7,4951,2004,0
678,11,5,6193,2004,0
728,24,3,4082,2004,0
749,28,4,6191,2004,0
677,39,6,4531,2004,0
714,17,3,4970,2004,0
703,20,1,5873,2004,0
720,19,5,591,2004,0
686,29,8,2455,2004,0
713,9,6,5268,2004,0
622,17,4,3762,2004,0
764,28,9,6059,2004,0
789,21,8,5409,2004,0
663,10,2,7125,2004,0
713,4,8,4776,2004,0
756,19,6,5103,2004,0
653,27,5,6875,2004,0
764,17,4,4755,2004,0
766,29,1,4563,2004,0
597,7,3,4737,2004,0
713,28,4,5994,2004,0
662,26,4,8028,2004,0
779,24,6,5843,2004,0
729,23,6,3902,2004,0
774,13,0,6469,2004,0
649,18,6,4559,2004,0
674,20,6,6578,2004,0
786,21,6,6632,2004,0
683,7,2,6569,2004,0
698,18,5,0,2004,0
568,25,8,6530,2004,0
724,32,4,5666,2004,0
673,8,7,6470,2004,0
689,13,4,3478,2004,0
634,20,5,3478,2004,0
671,21,3,2618,2004,0
642,22,3,3668,2004,0
744,21,7,6262,2004,0
732,29,3,0,2004,0
744,22,2,4162,2004,0
744,16,9,3511,2004,0
745,23,5,4388,2004,0
652,28,6,5439,2004,0
697,28,6,7281,2004,0
729,39,5,1640,2004,0
739,7,3,3642,2004,0
668,19,3,4166,2004,0
709,22,7,4945,2004,0
693,32,5,5406,2004,0
633,20,7,7268,2004,0
738,22,7,6411,2004,0
710,11,7,3766,2004,0
675,11,5,7176,2004,0
683,19,3,5983,2004,0
696,31,7,6123,2004,0
757,13,3,2421,2004,0
709,11,6,4580,2004,0
812,25,6,7414,2004,0
650,14,5,2553,2004,0
666,28,3,5341,2004,0
701,6,3,6795,2004,0
649,9,6,2730,2004,0
628,26,4,3718,2004,0
778,22,5,3293,2004,0
736,30,4,4191,2004,0
707,20,9,7278,2004,0
818,14,8,7143,2004,0
648,25,8,4973,2004,0
744,18,8,4152,2004,0
687,27,5,5500,2004,0
780,16,4,3853,2004,0
628,27,7,3779,2004,0
670,13,8,6016,2004,0
693,4,4,1910,2004,0
746,19,9,4876,2004,0
760,18,5,5079,2004,0
708,20,6,6037,2004,0
642,25,6,3083,2004,0
673,17,4,2799,2004,0
662,27,4,6728,2004,0
622,24,8,5689,2004,0
729,7,5,7059,2004,0
728,15,7,6576,2004,0
736,18,3,6877,2004,0
765,17,9,6326,2004,0
699,33,7,7725,2004,0
732,16,3,5329,2004,0
608,24,6,6433,2004,0
718,13,3,5886,2004,0
736,21,6,2013,2004,0
681,22,6,5214,2004,0
753,2,7,8388,2004,0
633,21,5,4897,2004,0
651,30,3,4701,2004,0
760,19,2,4163,2004,0
688,21,4,5423,2004,0
720,9,4,4132,2004,0
704,17,6,6852,2004,0
726,25,7,3206,2004,0
656,14,9,8826,2004,0
737,11,4,6780,2004,0
743,23,2,4432,2004,0
729,6,1,6296,2004,0
740,19,7,6834,2004,0
714,21,4,6845,2004,0
659,30,0,3533,2004,0
714,16,5,6376,2004,0
627,28,5,6958,2004,0
771,19,3,3232,2004,0
707,18,4,5236,2004,0
740,20,8,5938,2004,0
695,30,7,21,2004,0
719,24,4,1439,2004,0
669,15,5,2978,2004,0
702,17,8,6244,2004,0
669,19,7,1034,2004,0
664,8,5,10325,2004,0
731,8,6,4173,2004,0
769,5,7,4429,2004,0
653,25,7,3921,2004,0
658,37,5,9479,2004,0
768,15,5,2934,2004,0
666,8,7,2517,2004,0
657,12,4,4355,2004,0
755,17,7,7658,2004,0
664,26,4,5498,2004,0
734,20,4,2809,2004,0
716,5,4,4587,2004,0
755,23,2,3675,2004,0
665,28,8,6095,2004,0
674,25,7,3132,2004,0
631,11,4,3427,2004,0
660,22,5,9683,2004,1
764,21,1,4407,2004,0
752,10,6,4626,2004,0
685,33,7,1951,2004,0
615,14,6,2686,2004,0
674,13,5,7872,2004,0
661,16,6,8018,2004,0
724,15,3,4042,2004,0
773,33,3,2942,2004,0
607,17,9,7039,2004,0
728,12,7,4632,2004,0
729,5,4,6226,2004,0
749,27,7,9507,2004,0
789,36,7,5138,2004,0
686,12,8,5338,2004,0
720,27,4,5632,2004,0
716,13,4,7797,2004,0
601,28,6,1700,2004,0
749,7,4,5169,2004,0
660,15,7,3128,2004,0
672,28,3,3678,2004,0
725,17,6,7657,2004,0
623,25,9,9748,2004,0
665,27,7,5977,2004,0
734,5,3,5438,2004,0
714,29,4,5142,2004,0
593,27,6,6201,2004,0
737,20,8,3554,2004,0
688,21,5,4596,2004,0
730,20,5,3465,2004,0
672,22,5,6861,2004,0
634,19,7,5064,2004,0
729,19,6,7340,2004,0
747,35,5,7374,2004,0
664,26,3,3715,2004,0
788,30,7,626,2004,0
769,30,0,3853,2004,0
762,18,7,6682,2004,0
707,18,8,8605,2004,0
648,24,4,8091,2004,0
774,20,6,2419,2004,0
772,7,7,3347,2004,0
700,10,6,5112,2004,0
794,24,2,4979,2004,0
686,11,8,4972,2004,0
706,17,5,3451,2004,0
674,34,6,3600,2004,0
744,20,4,5887,2004,0
670,31,6,3113,2004,0
682,13,5,4557,2004,0
689,15,5,7403,2004,0
623,23,4,5425,2004,0
830,14,5,2910,2004,0
692,20,2,8267,2004,0
730,23,5,4556,2004,0
586,28,7,3390,2004,0
672,15,3,2165,2004,0
717,25,5,6483,2004,0
653,21,7,1309,2004,0
679,21,3,2745,2004,0
706,14,6,7241,2004,0
683,20,4,2502,2004,0
767,31,3,6146,2004,0
817,19,8,7045,2004,0
695,21,7,2165,2004,0
700,15,4,3941,2004,0
644,20,5,7363,2004,0
666,12,0,5007,2004,0
651,6,6,4260,2004,0
765,14,3,4122,2004,0
760,9,12,8648,2004,0
541,11,5,1718,2004,0
661,25,5,6506,2004,0
668,21,10,6247,2004,0
640,28,7,4368,2004,0
719,27,8,4108,2004,0
686,21,5,143,2004,0
682,19,4,5322,2004,0
748,19,6,6038,2004,0
658,13,4,5396,2004,0
712,30,5,8586,2004,0
642,28,4,9579,2004,0
583,25,3,3699,2004,0
695,20,5,7408,2004,0
710,14,6,5903,2004,0
689,26,5,2738,2004,0
695,15,8,4333,2004,0
735,21,6,8815,2004,0
707,9,6,3145,2004,0
706,23,9,4736,2004,0
681,19,6,6483,2004,0
742,2,3,4314,2004,0
781,23,5,5041,2004,0
736,14,3,1784,2004,0
704,24,6,4550,2004,0
715,27,5,9511,2004,0
761,27,5,3167,2004,0
640,23,7,7495,2004,0
691,34,4,7301,2004,0
670,28,2,5546,2004,0
707,20,6,5650,2004,0
668,20,2,5771,2004,0
644,14,7,4692,2004,0
709,24,6,3257,2004,0
666,31,5,2541,2004,0
750,32,5,7553,2004,0
711,20,4,6280,2004,0
663,29,4,6237,2004,0
667,10,2,4683,2004,0
657,15,5,6673,2004,0
753,21,7,4925,2004,0
670,26,5,5832,2004,0
649,8,6,2128,2004,0
738,20,3,5926,2004,0
691,17,6,3863,2004,0
735,10,5,3610,2004,0
686,15,6,5571,2004,0
698,26,5,5305,2004,0
733,19,1,4402,2004,0
676,20,6,3469,2004,0
734,12,4,3626,2004,0
730,35,8,421,2004,0
593,22,6,3417,2004,0
792,15,8,8654,2004,0
736,33,2,6993,2004,0
559,23,2,8208,2004,0
713,3,8,5483,2004,0
675,23,5,7116,2004,0
698,29,4,4595,2004,0
647,24,1,4659,2004,0
729,19,5,5045,2004,0
662,38,2,5955,2004,0
673,16,3,3519,2004,0
716,24,9,4919,2004,0
750,14,5,1171,2004,0
765,18,7,3673,2004,0
670,16,6,3393,2004,0
629,25,6,2912,2004,0
765,17,5,7450,2004,0
644,16,2,6367,2004,0
721,26,9,4437,2004,0
775,30,4,5286,2004,0
693,31,2,4187,2004,0
711,30,1,5236,2004,0
781,18,1,7166,2004,0
729,23,5,8636,2004,0
607,17,2,5235,2004,0
630,26,2,5473,2004,0
638,16,5,1072,2004,0
649,32,6,5863,2004,0
725,25,5,5326,2004,0
691,14,5,6095,2004,0
707,36,8,5162,2004,0
574,25,3,4340,2004,0
731,22,5,5756,2004,0
707,16,4,5538,2004,0
697,24,5,4796,2004,0
685,7,6,6212,2004,0
698,24,7,4030,2004,0
790,25,7,3658,2004,0
626,18,7,7823,2004,0
786,19,4,3441,2004,0
645,26,8,6708,2004,0
685,22,9,3333,2004,0
635,17,9,4109,2004,0
746,20,5,6594,2004,0
765,16,2,2912,2004,0
645,22,3,2819,2004,0
769,13,5,7673,2004,0
619,17,5,4339,2004,0
754,38,2,1336,2004,0
723,29,5,4453,2004,0
750,29,4,4441,2004,0
721,21,7,4712,2004,0
656,16,5,4400,2004,0
710,27,0,6914,2004,0
